종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"079960","동양이엔피","KOSDAQ","우량기업부","11900","500","4.39","11700","11900","11650","10998","129578750","93534000000","7860000"
"008970","동양철관","KOSPI",,"1030","25","2.49","1015","1040","1005","587315","603053055","122451848700","118885290"
"228340","동양파일","KOSDAQ","중견기업부","3510","70","2.03","3600","3680","3455","813419","2886204120","70200000000","20000000"
"092780","동양피스톤","KOSPI",,"4165","265","6.79","3940","4185","3940","132568","537549840","54846635900","13168460"
"088910","동우팜투테이블","KOSDAQ","중견기업부","2630","75","2.94","2570","2660","2565","74749","195567735","67937539320","25831764"
"094170","동운아나텍","KOSDAQ","벤처기업부","9050","660","7.87","8500","9170","8450","478395","4258513340","163907120200","18111284"
"049770","동원F&B","KOSPI",,"136000","-1000","-0.73","137000","138500","136000","2206","302394000","524840864000","3859124"
"013120","동원개발","KOSDAQ","우량기업부","3615","135","3.88","3480","3625","3480","86656","308921615","328271281500","90808100"
"018500","동원금속","KOSPI",,"860","29","3.49","839","879","836","153131","131343745","40209242380","46754933"
"006040","동원산업","KOSPI",,"237500","1000","0.42","236000","239000","235500","2152","510684000","873439737500","3677641"
"030720","동원수산","KOSPI",,"8450","80","0.96","8410","8590","8380","46940","396608760","39324652250","4653805"
"014820","동원시스템즈","KOSPI",,"44750","1750","4.07","44000","44750","43600","10985","486479750","1297359869500","28991282"
"014825","동원시스템즈우","KOSPI",,"26400","0","0.00","26400","26700","26400","97","2567850","6972530400","264111"
"163560","동일고무벨트","KOSPI",,"5880","170","2.98","5750","5890","5750","7084","41287080","81732000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","23150","600","2.66","22550","23200","22450","57321","1302866850","210665000000","9100000"
"032960","동일기연","KOSDAQ","중견기업부","10600","200","1.92","10500","10800","10500","9417","100102450","38532590000","3635150"
"004890","동일산업","KOSPI",,"179000","4000","2.29","175000","179000","174500","1128","200020000","434113485000","2425215"
"002690","동일제강","KOSPI",,"2215","145","7.00","2110","2235","2110","83833","182456505","44965297400","20300360"
"023790","동일철강","KOSDAQ","중견기업부","2180","30","1.40","2120","2220","2120","17822","38390045","34846092280","15984446"
"005290","동진쎄미켐","KOSDAQ","우량기업부","29100","2050","7.58","28000","29500","27800","602794","17405472800","1496161775400","51414494"
"025900","동화기업","KOSDAQ","우량기업부","63000","1700","2.77","63000","63800","62200","43208","2717412800","1272823839000","20203553"
"000020","동화약품","KOSPI",,"8650","250","2.98","8460","8710","8420","62211","535333210","241607215500","27931470"
"000150","두산","KOSPI",,"78600","2700","3.56","79100","80800","78500","211255","16782702000","1298773431000","16523835"
"000157","두산2우B","KOSPI",,"79300","1700","2.19","80900","80900","78700","524","41707000","70817913400","893038"
"241560","두산밥캣","KOSPI",,"29800","850","2.94","29200","30000","29100","175478","5217462750","2987425146800","100249166"
"034020","두산에너빌리티","KOSPI",,"13100","500","3.97","13000","13300","12750","4981767","64892711900","8361835232300","638308033"
"000155","두산우","KOSPI",,"49400","1900","4.00","48850","50000","48350","3890","192036550","197425222800","3996462"
"131970","두산테스나","KOSDAQ","우량기업부","23250","450","1.97","23500","23500","22700","120255","2772663150","343160165250","14759577"
"336260","두산퓨얼셀","KOSPI",,"25300","850","3.48","25000","25550","24700","419997","10577165150","1656991267800","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"8600","200","2.38","8550","8610","8480","10217","87494270","114932120000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"10850","350","3.33","10650","10950","10550","10455","112708100","32401355000","2986300"
"016740","두올","KOSPI",,"2305","90","4.06","2215","2310","2215","74059","168096325","76218697400","33066680"
"073190","듀오백","KOSDAQ","중견기업부","1925","10","0.52","1915","1990","1915","25771","49628235","23038477000","11968040"
"176750","듀켐바이오","KONEX","일반기업부","6150","110","1.82","5760","6190","5760","338","2058850","166205103000","27025220"
"030350","드래곤플라이","KOSDAQ","중견기업부","1100","95","9.45","1040","1120","1020","719109","782388275","45469987200","41336352"
"203650","드림시큐리티","KOSDAQ","벤처기업부","2480","120","5.08","2400","2480","2395","118731","291412765","125502269920","50605754"
"223250","드림씨아이에스","KOSDAQ","중견기업부","9850","320","3.36","9760","10000","9720","7438","73572900","58368342000","5925720"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","2730","105","4.00","2665","2750","2600","43508","115857930","155227382310","56859847"
"192650","드림텍","KOSPI",,"10650","450","4.41","10450","10850","10350","204129","2167640750","717602293050","67380497"
"217620","디딤","KOSDAQ","중견기업부","1270","15","1.20","1255","1300","1245","58650","74949525","58442810470","46017961"
"016670","디모아","KOSDAQ","중견기업부","533","9","1.72","539","553","516","1465770","781560192","54290326792","101858024"
"187870","디바이스이엔지","KOSDAQ","우량기업부","15100","1300","9.42","14150","15100","13950","13477","197637400","106252795900","7036609"
"066670","디스플레이텍","KOSDAQ","우량기업부","4800","175","3.78","4700","4895","4700","124163","596615345","89721206400","18691918"
"024090","디씨엠","KOSPI",,"13500","400","3.05","13200","13600","13100","35746","478754000","153900000000","11400000"
"003160","디아이","KOSPI",,"4150","145","3.62","4170","4240","4070","155096","643435440","130711657750","31496785"
"092200","디아이씨","KOSPI",,"4250","525","14.09","3870","4365","3800","1575155","6548510635","165276418250","38888569"
"110990","디아이티","KOSDAQ","우량기업부","5930","150","2.60","5790","5960","5790","7012","41152870","112077000000","18900000"
"078590","디아크","KOSDAQ","관리종목(소속부없음)","2380","0","0.00","0","0","0","0","0","316556560040","133006958"
"263690","디알젬","KOSDAQ","우량기업부","9160","110","1.22","9000","9180","9000","6318","57745010","103742587600","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","1415","35","2.54","1410","1420","1395","128756","181342325","82098236325","58019955"
"377190","디앤디플랫폼리츠","KOSPI",,"3335","-5","-0.15","3340","3430","3280","261395","866500580","214774000000","64400000"
"263720","디앤씨미디어","KOSDAQ","중견기업부","12600","300","2.44","12350","12950","12350","25512","323907800","154666398600","12275111"
"376300","디어유","KOSDAQ","기술성장기업부","24650","1700","7.41","23500","25300","23500","198310","4878901400","570159577900","23130206"
"141020","디에스앤엘","KOSDAQ","투자주의환기종목(소속부없음)","1335","0","0.00","0","0","0","0","0","43790846220","32802132"
"109740","디에스케이","KOSDAQ","벤처기업부","6270","70","1.13","6300","6390","6100","45497","285404760","169446185700","27024910"
"196490","디에이테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","3575","-25","-0.69","3600","3640","3555","82572","296831610","88253597575","24686321"
"066900","디에이피","KOSDAQ","우량기업부","2535","45","1.81","2495","2605","2495","42594","108577820","57657315105","22744503"
"180400","디엑스앤브이엑스","KOSDAQ","관리종목(소속부없음)","7740","0","0.00","0","0","0","0","0","222082929900","28692885"
"127120","디엔에이링크","KOSDAQ","기술성장기업부","3535","40","1.14","3645","3645","3480","30140","106200535","60426201220","17093692"
"092070","디엔에프","KOSDAQ","우량기업부","12400","450","3.77","12250","12500","12250","31389","387715400","143491039200","11571858"
"039840","디오","KOSDAQ","우량기업부","18800","300","1.62","18900","18900","18350","76704","1424294450","298576994000","15881755"
"013570","디와이","KOSPI",,"5440","290","5.63","5250","5670","5250","203434","1104484540","143178803520","26319633"
"219550","디와이디","KOSDAQ","관리종목(소속부없음)","988","22","2.28","968","1010","968","213014","212093319","36296738920","36737590"
"310870","디와이씨","KOSDAQ","벤처기업부","1420","70","5.19","1350","1420","1350","61528","85596030","29375924820","20687271"
"210540","디와이파워","KOSPI",,"10100","700","7.45","9550","10150","9550","58678","582745990","111521250800","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","40950","100","0.24","40850","41350","40750","22423","920622550","438722943750","10713625"
"079810","디이엔티","KOSDAQ","중견기업부","10200","550","5.70","9990","10200","9720","654600","6512323340","157155908400","15407442"
"113810","디젠스","KOSDAQ","벤처기업부","1020","43","4.40","986","1030","986","365833","369382884","33280612020","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","3095","110","3.69","2990","3165","2985","44774","138164990","27855000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","3400","-160","-4.49","3500","3500","3365","6698","22887325","32496006600","9557649"
"068930","디지털대성","KOSDAQ","우량기업부","6700","50","0.75","6660","6740","6620","25311","168530680","199664951300","29800739"
"033130","디지틀조선","KOSDAQ","중견기업부","2100","65","3.19","2050","2100","2020","92993","191832860","77942060700","37115267"
"105740","디케이락","KOSDAQ","우량기업부","10650","50","0.47","11000","11000","10550","51364","551314550","90438862800","8491912"
"263020","디케이앤디","KOSDAQ","벤처기업부","2790","-20","-0.71","2805","2845","2785","84891","238404730","43318667160","15526404"
"290550","디케이티","KOSDAQ","우량기업부","9210","240","2.68","9380","9380","9140","21609","199791860","151621153860","16462666"
"187220","디티앤씨","KOSDAQ","벤처기업부","4445","190","4.47","4270","4445","4265","16524","71793450","51997703345","11698021"
"163430","디피코","KONEX","일반기업부","7620","0","0.00","0","0","0","0","0","68986679400","9053370"
"131180","딜리","KOSDAQ","벤처기업부","1315","25","1.94","1300","1330","1295","156639","204691560","38595250000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","5570","190","3.53","5480","5690","5360","30128","167509800","51896436380","9317134"
"317120","라닉스","KOSDAQ","기술성장기업부","5780","270","4.90","5630","6110","5570","264851","1546009770","55834800000","9660000"
"042510","라온시큐어","KOSDAQ","중견기업부","2340","235","11.16","2170","2355","2140","507500","1144429050","90480185640","38666746"
"232680","라온테크","KOSDAQ","기술성장기업부","10000","120","1.21","10300","10400","9950","254047","2574806110","124807340000","12480734"
"300120","라온피플","KOSDAQ","벤처기업부","3920","205","5.52","3735","3925","3735","71320","274447435","81457647040","20780012"
"171120","라이온켐텍","KOSDAQ","중견기업부","8160","-100","-1.21","8350","8380","8080","37385","305737890","154171580160","18893576"
"069540","라이트론","KOSDAQ","벤처기업부","3000","110","3.81","2955","3000","2910","24526","72806295","78185868000","26061956"
"285770","라이프사이언스테크놀로지","KONEX","일반기업부","1390","0","0.00","0","0","0","0","0","4928078200","3545380"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","4050","150","3.85","3905","4095","3905","33788","136370540","41423197500","10227950"
"214260","라파스","KOSDAQ","기술성장기업부","18350","1250","7.31","17450","18450","17250","58666","1054681300","158129583600","8617416"
"403360","라피치","KONEX","일반기업부","11300","300","2.73","11300","11300","11300","5","56500","32815200000","2904000"
"115390","락앤락","KOSPI",,"6430","360","5.93","6130","6430","6060","147581","928261610","322788854920","50200444"
"200350","래몽래인","KOSDAQ","기술성장기업부","20200","500","2.54","20600","20600","19850","54625","1101874350","126422083800","6258519"
"171010","램테크놀러지","KOSDAQ","벤처기업부","5570","40","0.72","5700","5730","5560","127994","719886710","77066837490","13836057"
"084650","랩지노믹스","KOSDAQ","우량기업부","7110","260","3.80","7210","7400","6980","4734683","34112529170","241680439530","33991623"
"217500","러셀","KOSDAQ","벤처기업부","2820","165","6.21","2695","2830","2695","249462","688894175","89709840000","31812000"
"092590","럭스피아","KONEX","일반기업부","1675","-290","-14.76","1675","1675","1675","2","3350","12212589150","7291098"
"141080","레고켐바이오","KOSDAQ","기술성장기업부","33500","2850","9.30","31100","33700","31050","256189","8379004050","814159143000","24303258"
"060300","레드로버","KOSDAQ","관리종목(소속부없음)","1830","0","0.00","0","0","0","0","0","53493273510","29231297"
"038390","레드캡투어","KOSDAQ","우량기업부","19700","800","4.23","19100","19750","19100","8780","170488250","169212756000","8589480"
"294140","레몬","KOSDAQ","기술성장기업부","3560","105","3.04","3480","3660","3480","97271","348705335","131720000000","37000000"
"228670","레이","KOSDAQ","우량기업부","17500","400","2.34","17800","18200","17150","139765","2453652200","232864345000","13306534"
"228850","레이언스","KOSDAQ","우량기업부","9470","220","2.38","9300","9580","9300","11666","110185440","157116902580","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","7240","530","7.90","6870","7250","6870","188240","1320153410","61002589280","8425772"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","5220","60","1.16","5300","5350","5190","578677","3036741070","343113460560","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","32150","1000","3.21","32250","32650","31800","268043","8642991350","518747130100","16135214"
"179720","렌딩머신","KONEX","일반기업부","6390","190","3.06","6000","6400","6000","153","939080","9342461160","1462044"
"215100","로보로보","KOSDAQ","벤처기업부","5740","330","6.10","5600","5770","5510","211490","1195742420","116800125960","20348454"
"090360","로보스타","KOSDAQ","중견기업부","17000","450","2.72","16950","17150","16750","32208","545873650","165750000000","9750000"
"238500","로보쓰리","KONEX","일반기업부","600","0","0.00","643","643","560","130387","75840958","10089243000","16815405"
"108490","로보티즈","KOSDAQ","기술성장기업부","22900","650","2.92","23050","23300","22750","242702","5586123500","273252486700","11932423"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","290","5","1.75","286","292","286","1100359","318327544","52245368470","180156443"
"223220","로지스몬","KONEX","일반기업부","499","-51","-9.27","0","0","0","0","0","22169472200","44427800"
"067730","로지시스","KOSDAQ","중견기업부","4205","205","5.13","4015","4250","4015","45965","190464585","40678842010","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","6800","800","13.33","6440","6820","6300","589366","3886283380","104016900400","15296603"
"032350","롯데관광개발","KOSPI",,"10050","500","5.24","9750","10100","9680","361676","3594074820","726943142550","72332651"
"089860","롯데렌탈","KOSPI",,"29300","100","0.34","29700","29950","29300","38155","1127381100","1073378045900","36634063"
"330590","롯데리츠","KOSPI",,"4390","-45","-1.01","4440","4495","4315","394403","1725342235","1066633400760","242968884"
"000400","롯데손해보험","KOSPI",,"1435","0","0.00","1460","1460","1415","248503","354798200","445332619200","310336320"
"023530","롯데쇼핑","KOSPI",,"88900","1500","1.72","88700","89400","87700","33154","2943270800","2514870319500","28288755"
"004000","롯데정밀화학","KOSPI",,"58800","1500","2.62","58400","59200","57700","59846","3514961600","1517040000000","25800000"
"286940","롯데정보통신","KOSPI",,"23000","750","3.37","22350","23000","22350","8241","187908000","354115613000","15396331"
"280360","롯데제과","KOSPI",,"124000","1000","0.81","123500","125000","123000","6525","809576000","1169887176000","9434574"
"004990","롯데지주","KOSPI",,"38800","1400","3.74","38250","39250","38050","193051","7477455150","4070478395600","104909237"
"00499K","롯데지주우","KOSPI",,"46300","0","0.00","45400","46550","45400","246","11306000","37299418900","805603"
"005300","롯데칠성","KOSPI",,"138000","-2000","-1.43","140500","141500","136000","69406","9603952000","1280485992000","9278884"
"005305","롯데칠성우","KOSPI",,"67800","1300","1.95","66500","68000","65500","1961","129547300","52566018000","775310"
"011170","롯데케미칼","KOSPI",,"160500","5000","3.22","159000","165500","157500","130632","21117217500","5501204749500","34275419"
"071840","롯데하이마트","KOSPI",,"12300","150","1.23","12300","12600","12300","22387","279026000","290374857600","23607712"
"328130","루닛","KOSDAQ","기술성장기업부","20200","750","3.86","20400","20900","19750","140876","2863338600","246914255600","12223478"
"038060","루멘스","KOSDAQ","중견기업부","1085","35","3.33","1080","1085","1040","144760","153131370","52191829865","48103069"
"162120","루켄테크놀러지스","KONEX","일반기업부","4095","-50","-1.21","3920","4095","3920","239","961205","45003787920","10989936"
"253610","루트락","KONEX","일반기업부","1800","-10","-0.55","1810","2045","1600","13","23485","13990577400","7772543"
"085370","루트로닉","KOSDAQ","중견기업부","18350","1200","7.00","17900","18550","17700","411757","7527531150","483699027000","26359620"
"08537M","루트로닉3우C","KOSDAQ","중견기업부","25000","200","0.81","24000","28000","24000","237","6042800","5382125000","215285"
"060240","룽투코리아","KOSDAQ","벤처기업부","2805","200","7.68","2655","3000","2655","1515679","4330355115","71329141620","25429284"
"058470","리노공업","KOSDAQ","우량기업부","143400","5900","4.29","141000","143800","138200","60373","8553160000","2185755858000","15242370"
"039980","리노스","KOSDAQ","중견기업부","880","40","4.76","853","897","853","239066","209411826","40227964480","45713596"
"019570","리더스 기술투자","KOSDAQ","중견기업부","380","7","1.88","372","387","367","385281","146661395","49416607140","130043703"
"016100","리더스코스메틱","KOSDAQ","관리종목(소속부없음)","2685","105","4.07","2690","2740","2580","7620","20256465","51285900390","19100894"
"012700","리드코프","KOSDAQ","우량기업부","9080","110","1.23","8950","9210","8870","510077","4627696110","240130905800","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","11000","600","5.77","10600","11100","10550","24655","267608500","67403776000","6127616"
"377450","리파인","KOSDAQ","중견기업부","7460","240","3.32","7330","7900","7310","85135","640621160","129281800000","17330000"
"277070","린드먼아시아","KOSDAQ","벤처기업부","3490","80","2.35","3315","3565","3305","34240","117630030","47785080000","13692000"
"042500","링네트","KOSDAQ","우량기업부","3730","190","5.37","3575","3740","3575","31555","116261585","57281154940","15356878"
"219420","링크제니시스","KOSDAQ","기술성장기업부","5300","230","4.54","5100","5330","5100","23077","121124200","60788387100","11469507"
"027740","마니커","KOSPI",,"1220","65","5.63","1165","1235","1165","307516","372202890","77483698160","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","3200","260","8.84","2980","3300","2980","210963","666842975","50969600000","15928000"
"357430","마스턴프리미어리츠","KOSPI",,"3315","0","0.00","3360","3390","3280","91220","303849085","88112700000","26580000"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","3625","225","6.62","3500","3625","3300","28232","100316875","53447725000","14744200"
"098120","마이크로컨텍솔","KOSDAQ","벤처기업부","4905","205","4.36","4780","4955","4780","38863","188318380","40774117230","8312766"
"147760","마이크로프랜드","KOSDAQ","벤처기업부","3880","225","6.16","3805","3920","3640","14450","55493975","41981080080","10819866"
"377480","마인즈랩","KOSDAQ","기술성장기업부","11100","550","5.21","10850","11350","10650","47167","521394350","67479208800","6079208"
"038290","마크로젠","KOSDAQ","우량기업부","17850","1050","6.25","17100","18100","17000","50703","891466850","193518990000","10841400"
"001080","만호제강","KOSPI",,"26600","1400","5.56","25200","27450","25050","7688","201979750","110390000000","4150000"
"267980","매일유업","KOSDAQ","우량기업부","47500","850","1.82","47750","48200","47050","10184","486195150","372572805000","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","7130","30","0.42","7150","7260","7100","7903","56437870","97811507520","13718304"
"093520","매커스","KOSDAQ","우량기업부","5840","220","3.91","5700","5850","5690","56303","325112680","94392457280","16163092"
"377030","맥스트","KOSDAQ","기술성장기업부","11250","600","5.63","10950","11450","10950","147443","1656588350","220172422500","19570882"
"088980","맥쿼리인프라","KOSPI",,"11450","-150","-1.29","11700","11700","11400","1128494","13037240250","4635481513150","404845547"
"094800","맵스리얼티1","KOSPI",,"4095","5","0.12","4090","4115","4035","39547","161293850","380156585445","92834331"
"100590","머큐리","KOSDAQ","우량기업부","5340","340","6.80","5150","5390","5060","44104","231773090","80766944640","15124896"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","33350","800","2.46","33050","33500","32550","6543","216242200","197658079650","5926779"
"072870","메가스터디","KOSDAQ","벤처기업부","11100","100","0.91","11000","11150","10900","14445","159862450","132322644900","11920959"
"215200","메가스터디교육","KOSDAQ","우량기업부","74100","0","0.00","74400","76200","72400","65558","4859471000","878965308000","11861880"
"133750","메가엠디","KOSDAQ","우량기업부","2675","175","7.00","2550","2755","2545","734423","1963360995","62613930975","23407077"
"235980","메드팩토","KOSDAQ","기술성장기업부","21900","1650","8.15","20850","22100","20000","87380","1871515350","461656270500","21080195"
"200580","메디쎄이","KONEX","일반기업부","14750","100","0.68","14850","14850","14200","131","1886150","54959665250","3726079"
"041920","메디아나","KOSDAQ","우량기업부","4130","240","6.17","4000","4440","3990","489596","2072838340","66080000000","16000000"
"233250","메디안디노스틱","KONEX","일반기업부","31950","-1000","-3.03","30100","32450","28050","124","3565150","55801761300","1746534"
"014100","메디앙스","KOSDAQ","중견기업부","2870","85","3.05","2795","2935","2795","22987","65804370","33866000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","6790","220","3.35","6560","6810","6500","185","1226450","20469453130","3014647"
"054180","메디콕스","KOSDAQ","중견기업부","8850","-150","-1.67","9210","9280","8850","164688","1472432850","107135099850","12105661"
"086900","메디톡스","KOSDAQ","우량기업부","104900","2500","2.44","103600","106300","103100","16350","1718832000","688471707600","6563124"
"078160","메디포스트","KOSDAQ","벤처기업부","13950","750","5.68","13650","14050","13400","94633","1300610100","226885506300","16264194"
"065650","메디프론","KOSDAQ","중견기업부","1355","65","5.04","1310","1375","1305","285292","384246295","59099624445","43615959"
"138040","메리츠금융지주","KOSPI",,"22300","1950","9.58","20650","22350","20600","197655","4329611800","2844851630600","127571822"
"008560","메리츠증권","KOSPI",,"3615","190","5.55","3455","3640","3440","1821282","6521504685","2312553743085","639710579"
"000060","메리츠화재","KOSPI",,"29600","2100","7.64","27650","29700","27650","208061","6090970150","3367976800000","113783000"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","364","4","1.11","367","374","362","1464852","536631517","55395124512","152184408"
"140410","메지온","KOSDAQ","중견기업부","13350","650","5.12","13100","13450","12750","90756","1201398800","357005940300","26742018"
"241770","메카로","KOSDAQ","우량기업부","10000","200","2.04","9890","10250","9890","3302","33082390","101926400000","10192640"
"090370","메타랩스","KOSPI",,"645","32","5.22","624","649","592","138585","86692858","80317623960","124523448"
"059210","메타바이오메드","KOSDAQ","벤처기업부","2150","65","3.12","2100","2170","2095","56248","119862900","51304054650","23862351"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","3700","185","5.26","3560","4140","3560","1491542","5792078495","59386961000","16050530"
"096640","멜파스","KOSDAQ","관리종목(소속부없음)","1495","0","0.00","0","0","0","0","0","56729621325","37946235"
"017180","명문제약","KOSPI",,"2370","95","4.18","2300","2405","2300","35251","83235530","80469685980","33953454"
"257370","명성티엔에스","KOSDAQ","투자주의환기종목(소속부없음)","9210","0","0.00","0","0","0","0","0","71157896760","7726156"
"009900","명신산업","KOSPI",,"16500","1200","7.84","15650","16600","15650","431489","6975654250","865757194500","52470133"
"267060","명진홀딩스","KONEX","일반기업부","181","0","0.00","0","0","0","0","0","1654666524","9141804"
"012690","모나리자","KOSPI",,"2830","100","3.66","2750","2855","2750","157497","442025175","103496651650","36571255"
"005360","모나미","KOSPI",,"3120","120","4.00","3015","3140","3015","110378","342872620","58959597840","18897307"
"080420","모다이노칩","KOSDAQ","우량기업부","2980","75","2.58","2965","3040","2965","238831","716643670","237570433560","79721622"
"417970","모델솔루션","KOSDAQ","중견기업부","26600","-1500","-5.34","28800","28950","26600","614149","17032314850","170152220000","6396700"
"080160","모두투어","KOSDAQ","중견기업부","16200","450","2.86","16300","16500","16050","58806","956576950","306180000000","18900000"
"204210","모두투어리츠","KOSPI",,"4250","55","1.31","4330","4330","4165","13468","56607955","33263963750","7826815"
"100030","모바일리더","KOSDAQ","중견기업부","19050","550","2.97","18600","19500","18500","7199","135882750","62554751700","3283714"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","3200","100","3.23","3250","3280","3190","687163","2222276350","104169155200","32552861"
"101330","모베이스","KOSDAQ","중견기업부","2500","140","5.93","2385","2500","2385","42998","105501140","59895470000","23958188"
"012860","모베이스전자","KOSDAQ","중견기업부","1255","35","2.87","1225","1270","1225","81945","102012025","90353809085","71995067"
"363260","모비데이즈","KOSDAQ","벤처기업부","797","40","5.28","762","809","761","182704","143988102","127535021059","160018847"
"348030","모비릭스","KOSDAQ","중견기업부","10500","510","5.11","10100","10900","10100","60151","637593750","100839900000","9603800"
"250060","모비스","KOSDAQ","기술성장기업부","1705","-100","-5.54","1825","2005","1685","1799899","3224380145","54852090370","32171314"
"288980","모아데이타","KOSDAQ","기술성장기업부","1430","60","4.38","1405","1450","1400","624320","888105155","46382381760","32435232"
"033200","모아텍","KOSDAQ","중견기업부","5940","90","1.54","5890","6080","5890","19710","118056750","85127238900","14331185"
"009680","모토닉","KOSPI",,"7500","140","1.90","7480","7610","7480","38392","289048220","247500000000","33000000"
"118990","모트렉스","KOSDAQ","중견기업부","14900","1050","7.58","14500","15200","14450","1977555","29368550050","364982950000","24495500"
"006920","모헨즈","KOSDAQ","중견기업부","3475","315","9.97","3195","3475","3195","59442","200897315","37947000000","10920000"
"009580","무림P&P","KOSPI",,"4035","75","1.89","4020","4085","3990","225284","907443520","251656187340","62368324"
"001810","무림SP","KOSDAQ","중견기업부","2365","105","4.65","2295","2395","2290","115454","270945440","52355187500","22137500"
"009200","무림페이퍼","KOSPI",,"2445","55","2.30","2430","2575","2390","2472732","6147571805","101734762950","41609310"
"135160","무송지오씨","KONEX","일반기업부","2500","150","6.38","2355","2500","2330","43059","103556180","23940832500","9576333"
"322970","무진메디","KONEX","일반기업부","4175","-10","-0.24","4180","4350","4000","7616","31408990","31573408275","7562493"
"033920","무학","KOSPI",,"4780","70","1.49","4730","4850","4715","68196","327064145","136230000000","28500000"
"008420","문배철강","KOSPI",,"3785","50","1.34","3790","3840","3760","630454","2395341665","77605766425","20503505"
"279600","미디어젠","KOSDAQ","기술성장기업부","10800","600","5.88","10200","10850","10200","10259","108147000","50595634800","4684781"
"095500","미래나노텍","KOSDAQ","우량기업부","14950","-50","-0.33","15350","16000","14700","7175066","109988395000","463599485050","31009999"
"025560","미래산업","KOSPI",,"10100","2250","28.66","8000","10200","8000","720553","7011347360","44965270700","4452007"
"218150","미래생명자원","KOSDAQ","벤처기업부","5240","30","0.58","5260","5400","5240","384773","2035490460","104254222560","19895844"
"007120","미래아이앤지","KOSPI",,"310","10","3.33","306","323","304","3642785","1142680533","43219556440","139417924"
"396690","미래에셋글로벌리츠","KOSPI",,"3830","30","0.79","3940","3940","3760","40341","153075765","111299800000","29060000"
"353490","미래에셋대우스팩 5호","KOSDAQ","SPAC(소속부없음)","2105","-20","-0.94","2120","2120","2035","667","1372845","10651300000","5060000"
"357250","미래에셋맵스리츠","KOSPI",,"3520","10","0.28","3560","3560","3475","52997","184941845","70752000000","20100000"
"100790","미래에셋벤처투자","KOSDAQ","우량기업부","4250","310","7.87","4015","4265","4015","134996","562508165","206041534250","48480361"
"412930","미래에셋비전스팩1호","KOSDAQ","SPAC(소속부없음)","2080","-5","-0.24","2085","2095","2060","45478","94080390","12846080000","6176000"
"085620","미래에셋생명","KOSPI",,"2660","40","1.53","2670","2670","2620","20833","55243505","470863062740","177016189"
"006800","미래에셋증권","KOSPI",,"6190","60","0.98","6160","6280","6140","808272","5022484560","3808808565520","615316408"
"00680K","미래에셋증권2우B","KOSPI",,"3700","10","0.27","3725","3725","3685","70932","262368510","518000000000","140000000"
"006805","미래에셋증권우","KOSPI",,"4070","70","1.75","4005","4405","4005","19720","81067650","57288302500","14075750"
"208890","미래엔에듀파트너","KONEX","일반기업부","1380","180","15.00","1300","1380","1300","11","14380","4348131600","3150820"
"049950","미래컴퍼니","KOSDAQ","벤처기업부","21200","1100","5.47","21100","21200","20650","88700","1855781350","182040584000","8586820"
"207760","미스터블루","KOSDAQ","중견기업부","3925","235","6.37","3750","3950","3750","81901","318141755","97666972125","24883305"
"002840","미원상사","KOSPI",,"169000","500","0.30","168500","171000","167500","1073","181887000","839930000000","4970000"
"268280","미원에스씨","KOSPI",,"171500","-500","-0.29","172500","174000","171500","538","92887000","874650000000","5100000"
"107590","미원홀딩스","KOSPI",,"127000","500","0.40","127500","127500","126000","371","46937000","294640000000","2320000"
"134380","미원화학","KOSPI",,"59800","0","0.00","60000","61400","59800","191","11461100","131516226400","2199268"
"003650","미창석유","KOSPI",,"74300","800","1.09","73600","74300","72900","513","37778300","129257629600","1739672"
"059090","미코","KOSDAQ","우량기업부","8510","-60","-0.70","8750","8940","8500","1628649","14237460160","284376780780","33416778"
"214610","미코바이오메드","KOSDAQ","기술성장기업부","5850","440","8.13","5590","5940","5570","438744","2543230230","107102390850","18308101"
"201490","미투온","KOSDAQ","중견기업부","4450","310","7.49","4260","4580","4260","1480081","6569584325","139097076500","31257770"
